Location,Date,Sentiments
madhya pradesh,2020-04-14,1
rajasthan,2020-04-14,1
rajasthan,2020-04-14,1
madhya pradesh,2020-04-14,1
delhi,2020-04-14,-1
himachal pradesh,2020-04-14,1
delhi,2020-04-14,0
delhi,2020-04-14,0
nagaland,2020-04-14,-1
uttar pradesh,2020-04-14,0
andhra pradesh,2020-04-14,0
punjab,2020-04-14,0
chhattisgarh,2020-04-14,-1
rajasthan,2020-04-14,1
rajasthan,2020-04-14,0
rajasthan,2020-04-14,1
tamil nadu,2020-04-14,1
rajasthan,2020-04-14,0
karnataka,2020-04-14,1
gujarat,2020-04-14,1
tamil nadu,2020-04-14,-1
tamil nadu,2020-04-14,0
rajasthan,2020-04-14,0
delhi,2020-04-14,1
gujarat,2020-04-14,-1
tamil nadu,2020-04-14,1
chhattisgarh,2020-04-14,1
gujarat,2020-04-14,0
chhattisgarh,2020-04-14,1
gujarat,2020-04-14,1
delhi,2020-04-14,-1
gujarat,2020-04-14,1
chandigarh,2020-04-14,-1
chhattisgarh,2020-04-14,0
rajasthan,2020-04-14,-1
maharashtra,2020-04-14,0
uttar pradesh,2020-04-14,0
gujarat,2020-04-14,-1
chandigarh,2020-04-14,0
bihar,2020-04-14,-1
uttar pradesh,2020-04-14,-1
kerala,2020-04-14,0
chhattisgarh,2020-04-14,-1
chandigarh,2020-04-14,1
manipur,2020-04-14,1
gujarat,2020-04-14,1
delhi,2020-04-14,0
uttar pradesh,2020-04-14,-1
uttar pradesh,2020-04-14,1
delhi,2020-04-14,1
gujarat,2020-04-14,1
uttar pradesh,2020-04-14,-1
maharashtra,2020-04-14,1
uttar pradesh,2020-04-14,1
haryana,2020-04-14,1
gujarat,2020-04-14,-1
bihar,2020-04-14,-1
chhattisgarh,2020-04-14,1
bihar,2020-04-14,1
uttar pradesh,2020-04-14,1
rajasthan,2020-04-14,1
himachal pradesh,2020-04-14,0
bihar,2020-04-14,-1
uttar pradesh,2020-04-14,0
haryana,2020-04-14,-1
tamil nadu,2020-04-14,1
uttar pradesh,2020-04-14,-1
jharkhand,2020-04-14,1
uttar pradesh,2020-04-14,-1
maharashtra,2020-04-14,-1
bihar,2020-04-14,-1
gujarat,2020-04-14,0
bihar,2020-04-14,1
haryana,2020-04-14,0
gujarat,2020-04-14,0
gujarat,2020-04-14,-1
haryana,2020-04-14,-1
gujarat,2020-04-14,0
west bengal,2020-04-14,1
haryana,2020-04-14,1
haryana,2020-04-14,1
gujarat,2020-04-14,0
madhya pradesh,2020-04-14,-1
bihar,2020-04-14,-1
uttar pradesh,2020-04-14,-1
west bengal,2020-04-14,-1
gujarat,2020-04-14,1
gujarat,2020-04-14,0
west bengal,2020-04-14,1
bihar,2020-04-14,1
uttar pradesh,2020-04-14,-1
chandigarh,2020-04-14,0
west bengal,2020-04-14,1
jharkhand,2020-04-14,1
uttar pradesh,2020-04-14,-1
jharkhand,2020-04-14,-1
rajasthan,2020-04-14,-1
west bengal,2020-04-14,0
west bengal,2020-04-14,0
bihar,2020-04-14,-1
gujarat,2020-04-14,0
delhi,2020-04-14,0
jharkhand,2020-04-14,0
rajasthan,2020-04-14,-1
jharkhand,2020-04-14,1
punjab,2020-04-14,0
jharkhand,2020-04-14,0
bihar,2020-04-14,1
haryana,2020-04-14,0
gujarat,2020-04-14,0
bihar,2020-04-14,-1
west bengal,2020-04-14,0
west bengal,2020-04-14,1
gujarat,2020-04-14,0
chandigarh,2020-04-14,0
chhattisgarh,2020-04-14,1
gujarat,2020-04-14,1
uttar pradesh,2020-04-14,-1
haryana,2020-04-14,0
gujarat,2020-04-14,0
haryana,2020-04-14,1
karnataka,2020-04-14,0
jharkhand,2020-04-14,-1
delhi,2020-04-14,0
gujarat,2020-04-14,1
maharashtra,2020-04-14,1
rajasthan,2020-04-14,1
kerala,2020-04-14,1
delhi,2020-04-14,1
haryana,2020-04-14,1
bihar,2020-04-14,1
maharashtra,2020-04-14,0
gujarat,2020-04-14,0
rajasthan,2020-04-14,-1
tamil nadu,2020-04-14,1
haryana,2020-04-14,-1
madhya pradesh,2020-04-14,0
rajasthan,2020-04-14,0
chhattisgarh,2020-04-14,0
gujarat,2020-04-14,-1
uttar pradesh,2020-04-14,0
maharashtra,2020-04-14,-1
chandigarh,2020-04-14,0
karnataka,2020-04-14,0
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,1
gujarat,2020-04-14,1
gujarat,2020-04-14,-1
gujarat,2020-04-14,1
rajasthan,2020-04-14,1
chandigarh,2020-04-14,-1
arunachal pradesh,2020-04-14,0
gujarat,2020-04-14,1
chhattisgarh,2020-04-14,-1
nagaland,2020-04-14,1
chhattisgarh,2020-04-14,1
uttar pradesh,2020-04-14,1
chhattisgarh,2020-04-14,1
gujarat,2020-04-14,1
chhattisgarh,2020-04-14,1
chhattisgarh,2020-04-14,1
uttar pradesh,2020-04-14,-1
chhattisgarh,2020-04-14,1
delhi,2020-04-14,0
delhi,2020-04-14,1
delhi,2020-04-14,1
maharashtra,2020-04-14,0
tamil nadu,2020-04-14,1
jharkhand,2020-04-14,0
bihar,2020-04-14,1
tamil nadu,2020-04-14,1
tamil nadu,2020-04-14,0
chhattisgarh,2020-04-14,0
chhattisgarh,2020-04-14,1
gujarat,2020-04-14,1
bihar,2020-04-14,0
delhi,2020-04-14,0
chhattisgarh,2020-04-14,-1
madhya pradesh,2020-04-14,-1
odisha,2020-04-14,1
bihar,2020-04-14,1
tamil nadu,2020-04-14,0
uttarakhand,2020-04-14,-1
chhattisgarh,2020-04-14,1
gujarat,2020-04-14,-1
delhi,2020-04-14,0
gujarat,2020-04-14,0
uttar pradesh,2020-04-14,0
punjab,2020-04-14,0
uttar pradesh,2020-04-14,-1
gujarat,2020-04-14,0
uttar pradesh,2020-04-14,-1
madhya pradesh,2020-04-14,0
gujarat,2020-04-14,1
uttar pradesh,2020-04-14,-1
uttar pradesh,2020-04-14,0
delhi,2020-04-14,0
bihar,2020-04-14,1
maharashtra,2020-04-14,0
chhattisgarh,2020-04-14,0
uttar pradesh,2020-04-14,0
west bengal,2020-04-14,0
gujarat,2020-04-14,1
uttar pradesh,2020-04-14,1
chhattisgarh,2020-04-14,0
chandigarh,2020-04-14,0
gujarat,2020-04-14,1
kerala,2020-04-14,1
maharashtra,2020-04-14,0
haryana,2020-04-14,-1
uttar pradesh,2020-04-14,1
uttar pradesh,2020-04-14,0
haryana,2020-04-14,0
gujarat,2020-04-14,-1
gujarat,2020-04-14,1
punjab,2020-04-14,1
gujarat,2020-04-14,1
uttar pradesh,2020-04-14,-1
delhi,2020-04-14,1
gujarat,2020-04-14,1
gujarat,2020-04-14,-1
uttar pradesh,2020-04-14,1
tamil nadu,2020-04-14,0
chhattisgarh,2020-04-14,0
jharkhand,2020-04-14,0
gujarat,2020-04-14,0
bihar,2020-04-14,1
uttar pradesh,2020-04-14,0
gujarat,2020-04-14,1
uttar pradesh,2020-04-14,0
gujarat,2020-04-14,1
tamil nadu,2020-04-14,1
uttar pradesh,2020-04-14,1
gujarat,2020-04-14,-1
uttar pradesh,2020-04-14,0
tamil nadu,2020-04-14,1
bihar,2020-04-14,1
gujarat,2020-04-14,0
chandigarh,2020-04-14,0
chandigarh,2020-04-14,1
haryana,2020-04-14,0
haryana,2020-04-14,1
haryana,2020-04-14,-1
delhi,2020-04-14,0
delhi,2020-04-14,-1
gujarat,2020-04-14,0
tamil nadu,2020-04-14,1
west bengal,2020-04-14,-1
rajasthan,2020-04-14,0
delhi,2020-04-14,1
maharashtra,2020-04-14,1
haryana,2020-04-14,-1
kerala,2020-04-14,0
chhattisgarh,2020-04-14,-1
maharashtra,2020-04-14,1
nagaland,2020-04-14,0
uttar pradesh,2020-04-14,0
rajasthan,2020-04-14,0
rajasthan,2020-04-14,1
chhattisgarh,2020-04-14,1
haryana,2020-04-14,1
delhi,2020-04-14,1
madhya pradesh,2020-04-14,0
bihar,2020-04-14,1
uttar pradesh,2020-04-14,1
west bengal,2020-04-14,-1
bihar,2020-04-14,1
uttar pradesh,2020-04-14,-1
delhi,2020-04-14,1
maharashtra,2020-04-14,1
uttar pradesh,2020-04-14,0
uttar pradesh,2020-04-14,1
uttar pradesh,2020-04-14,-1
bihar,2020-04-14,0
uttar pradesh,2020-04-14,0
bihar,2020-04-14,0
bihar,2020-04-14,0
bihar,2020-04-14,-1
uttar pradesh,2020-04-14,1
andhra pradesh,2020-04-14,-1
gujarat,2020-04-14,0
bihar,2020-04-14,-1
delhi,2020-04-14,0
maharashtra,2020-04-14,-1
arunachal pradesh,2020-04-14,0
tamil nadu,2020-04-14,0
gujarat,2020-04-14,-1
maharashtra,2020-04-14,0
chandigarh,2020-04-14,1
bihar,2020-04-14,0
madhya pradesh,2020-04-14,0
delhi,2020-04-14,-1
rajasthan,2020-04-14,-1
uttar pradesh,2020-04-14,1
delhi,2020-04-14,1
delhi,2020-04-14,1
rajasthan,2020-04-14,1
uttar pradesh,2020-04-14,0
punjab,2020-04-14,1
uttar pradesh,2020-04-14,-1
delhi,2020-04-14,1
uttar pradesh,2020-04-14,-1
haryana,2020-04-14,-1
uttar pradesh,2020-04-14,0
madhya pradesh,2020-04-14,-1
rajasthan,2020-04-14,1
maharashtra,2020-04-14,-1
chandigarh,2020-04-14,1
haryana,2020-04-14,-1
chandigarh,2020-04-14,1
haryana,2020-04-14,0
tamil nadu,2020-04-14,1
haryana,2020-04-14,-1
haryana,2020-04-14,-1
gujarat,2020-04-15,1
gujarat,2020-04-15,1
uttar pradesh,2020-04-15,0
bihar,2020-04-15,1
uttar pradesh,2020-04-15,0
delhi,2020-04-15,1
delhi,2020-04-15,0
assam,2020-04-15,0
bihar,2020-04-15,0
haryana,2020-04-15,-1
delhi,2020-04-15,1
haryana,2020-04-15,-1
maharashtra,2020-04-15,-1
delhi,2020-04-15,1
delhi,2020-04-15,1
punjab,2020-04-15,1
delhi,2020-04-15,0
kerala,2020-04-15,0
tamil nadu,2020-04-15,0
maharashtra,2020-04-15,-1
bihar,2020-04-15,1
kerala,2020-04-15,0
uttar pradesh,2020-04-15,0
delhi,2020-04-15,0
uttar pradesh,2020-04-15,0
punjab,2020-04-15,0
assam,2020-04-15,1
chandigarh,2020-04-15,1
west bengal,2020-04-15,-1
uttar pradesh,2020-04-15,-1
punjab,2020-04-15,0
kerala,2020-04-15,0
rajasthan,2020-04-15,1
goa,2020-04-15,0
andhra pradesh,2020-04-15,-1
chhattisgarh,2020-04-15,1
haryana,2020-04-15,-1
meghalaya,2020-04-15,1
west bengal,2020-04-15,0
delhi,2020-04-15,0
bihar,2020-04-15,-1
gujarat,2020-04-15,0
chandigarh,2020-04-15,1
delhi,2020-04-15,0
punjab,2020-04-15,1
karnataka,2020-04-15,1
maharashtra,2020-04-15,1
uttar pradesh,2020-04-15,0
kerala,2020-04-15,-1
kerala,2020-04-15,1
gujarat,2020-04-15,1
punjab,2020-04-15,1
punjab,2020-04-15,-1
punjab,2020-04-15,1
punjab,2020-04-15,1
delhi,2020-04-15,1
tamil nadu,2020-04-15,0
kerala,2020-04-15,0
punjab,2020-04-15,0
punjab,2020-04-15,1
gujarat,2020-04-15,1
maharashtra,2020-04-15,1
punjab,2020-04-15,0
manipur,2020-04-15,1
gujarat,2020-04-15,1
chandigarh,2020-04-15,1
delhi,2020-04-15,0
uttar pradesh,2020-04-15,1
maharashtra,2020-04-15,-1
punjab,2020-04-15,1
punjab,2020-04-15,1
maharashtra,2020-04-15,-1
maharashtra,2020-04-15,-1
tamil nadu,2020-04-15,0
punjab,2020-04-15,1
maharashtra,2020-04-15,-1
delhi,2020-04-15,1
gujarat,2020-04-15,1
chandigarh,2020-04-15,0
delhi,2020-04-15,1
jharkhand,2020-04-15,1
uttar pradesh,2020-04-15,0
delhi,2020-04-15,0
andhra pradesh,2020-04-15,1
uttar pradesh,2020-04-15,0
gujarat,2020-04-15,0
gujarat,2020-04-15,-1
tamil nadu,2020-04-15,1
tamil nadu,2020-04-15,0
uttar pradesh,2020-04-15,-1
bihar,2020-04-15,0
delhi,2020-04-15,0
west bengal,2020-04-15,-1
chandigarh,2020-04-15,1
west bengal,2020-04-15,1
delhi,2020-04-15,1
bihar,2020-04-15,0
kerala,2020-04-15,0
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,0
kerala,2020-04-15,0
gujarat,2020-04-15,0
maharashtra,2020-04-15,1
gujarat,2020-04-15,-1
tamil nadu,2020-04-15,1
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,0
chandigarh,2020-04-15,0
delhi,2020-04-15,-1
chandigarh,2020-04-15,0
bihar,2020-04-15,0
tamil nadu,2020-04-15,0
uttar pradesh,2020-04-15,-1
tamil nadu,2020-04-15,0
chandigarh,2020-04-15,1
tamil nadu,2020-04-15,0
chhattisgarh,2020-04-15,1
madhya pradesh,2020-04-15,0
delhi,2020-04-15,1
chandigarh,2020-04-15,0
tamil nadu,2020-04-15,0
delhi,2020-04-15,0
gujarat,2020-04-15,-1
gujarat,2020-04-15,0
tamil nadu,2020-04-15,0
chandigarh,2020-04-15,0
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,0
punjab,2020-04-15,1
gujarat,2020-04-15,0
tamil nadu,2020-04-15,1
uttar pradesh,2020-04-15,0
tamil nadu,2020-04-15,0
uttar pradesh,2020-04-15,-1
tamil nadu,2020-04-15,1
madhya pradesh,2020-04-15,-1
tamil nadu,2020-04-15,0
uttar pradesh,2020-04-15,0
karnataka,2020-04-15,1
west bengal,2020-04-15,0
karnataka,2020-04-15,0
chhattisgarh,2020-04-15,-1
tamil nadu,2020-04-15,0
chandigarh,2020-04-15,1
tamil nadu,2020-04-15,0
rajasthan,2020-04-15,-1
chandigarh,2020-04-15,1
tamil nadu,2020-04-15,0
maharashtra,2020-04-15,0
bihar,2020-04-15,1
tamil nadu,2020-04-15,0
delhi,2020-04-15,1
tamil nadu,2020-04-15,0
uttar pradesh,2020-04-15,0
uttar pradesh,2020-04-15,0
uttar pradesh,2020-04-15,1
gujarat,2020-04-15,-1
madhya pradesh,2020-04-15,1
tamil nadu,2020-04-15,0
madhya pradesh,2020-04-15,1
tamil nadu,2020-04-15,-1
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,1
uttar pradesh,2020-04-15,-1
tamil nadu,2020-04-15,-1
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,-1
tamil nadu,2020-04-15,-1
tamil nadu,2020-04-15,0
madhya pradesh,2020-04-15,1
tamil nadu,2020-04-15,0
uttarakhand,2020-04-15,0
maharashtra,2020-04-15,1
uttar pradesh,2020-04-15,1
uttar pradesh,2020-04-15,-1
uttar pradesh,2020-04-15,0
gujarat,2020-04-15,-1
uttar pradesh,2020-04-15,1
punjab,2020-04-15,1
tamil nadu,2020-04-15,-1
maharashtra,2020-04-15,0
maharashtra,2020-04-15,1
delhi,2020-04-15,0
bihar,2020-04-15,0
delhi,2020-04-15,1
maharashtra,2020-04-15,1
assam,2020-04-15,0
uttar pradesh,2020-04-15,0
chandigarh,2020-04-15,1
tamil nadu,2020-04-15,0
maharashtra,2020-04-15,1
kerala,2020-04-15,1
gujarat,2020-04-15,-1
haryana,2020-04-15,-1
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,0
assam,2020-04-15,0
haryana,2020-04-15,1
tamil nadu,2020-04-15,0
delhi,2020-04-15,-1
uttar pradesh,2020-04-15,1
delhi,2020-04-15,0
chandigarh,2020-04-15,0
tamil nadu,2020-04-15,0
uttarakhand,2020-04-15,0
madhya pradesh,2020-04-15,0
gujarat,2020-04-15,0
delhi,2020-04-15,0
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,0
gujarat,2020-04-15,1
jharkhand,2020-04-15,-1
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,0
gujarat,2020-04-15,-1
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,0
delhi,2020-04-15,1
tamil nadu,2020-04-15,0
goa,2020-04-15,1
haryana,2020-04-15,0
tamil nadu,2020-04-15,0
rajasthan,2020-04-15,1
gujarat,2020-04-15,-1
tamil nadu,2020-04-15,0
andhra pradesh,2020-04-15,-1
tamil nadu,2020-04-15,1
gujarat,2020-04-15,1
karnataka,2020-04-15,1
delhi,2020-04-15,0
maharashtra,2020-04-15,0
gujarat,2020-04-15,1
maharashtra,2020-04-15,0
gujarat,2020-04-15,1
jharkhand,2020-04-15,1
uttar pradesh,2020-04-15,0
maharashtra,2020-04-15,0
kerala,2020-04-15,0
gujarat,2020-04-15,0
haryana,2020-04-15,1
maharashtra,2020-04-15,0
punjab,2020-04-15,1
tamil nadu,2020-04-15,0
punjab,2020-04-15,0
kerala,2020-04-15,-1
rajasthan,2020-04-15,0
delhi,2020-04-15,1
delhi,2020-04-15,1
rajasthan,2020-04-15,1
tamil nadu,2020-04-15,1
delhi,2020-04-15,0
uttar pradesh,2020-04-15,1
delhi,2020-04-15,1
delhi,2020-04-15,-1
gujarat,2020-04-15,1
delhi,2020-04-15,1
assam,2020-04-15,0
gujarat,2020-04-15,1
maharashtra,2020-04-15,1
haryana,2020-04-15,1
west bengal,2020-04-15,1
gujarat,2020-04-15,1
gujarat,2020-04-15,0
meghalaya,2020-04-15,1
delhi,2020-04-15,1
karnataka,2020-04-15,1
uttar pradesh,2020-04-15,0
gujarat,2020-04-15,0
bihar,2020-04-15,0
haryana,2020-04-15,1
delhi,2020-04-15,0
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,0
rajasthan,2020-04-15,1
delhi,2020-04-15,1
rajasthan,2020-04-15,0
delhi,2020-04-15,0
jharkhand,2020-04-15,1
delhi,2020-04-15,0
gujarat,2020-04-15,1
tamil nadu,2020-04-15,1
haryana,2020-04-15,0
uttar pradesh,2020-04-15,0
maharashtra,2020-04-15,-1
goa,2020-04-15,1
tamil nadu,2020-04-15,0
andhra pradesh,2020-04-15,0
maharashtra,2020-04-15,1
punjab,2020-04-15,1
tamil nadu,2020-04-15,0
andhra pradesh,2020-04-15,-1
maharashtra,2020-04-15,1
gujarat,2020-04-15,1
delhi,2020-04-15,0
rajasthan,2020-04-15,1
tamil nadu,2020-04-15,1
rajasthan,2020-04-15,-1
gujarat,2020-04-15,-1
tamil nadu,2020-04-15,0
delhi,2020-04-15,0
rajasthan,2020-04-15,0
punjab,2020-04-15,0
tamil nadu,2020-04-15,0
rajasthan,2020-04-15,1
tamil nadu,2020-04-15,0
uttarakhand,2020-04-15,-1
tamil nadu,2020-04-15,-1
gujarat,2020-04-15,-1
tamil nadu,2020-04-15,0
rajasthan,2020-04-15,1
tamil nadu,2020-04-15,-1
tamil nadu,2020-04-15,-1
tamil nadu,2020-04-15,-1
chandigarh,2020-04-15,0
tamil nadu,2020-04-15,0
uttar pradesh,2020-04-15,0
kerala,2020-04-15,0
karnataka,2020-04-15,0
gujarat,2020-04-15,0
delhi,2020-04-15,0
gujarat,2020-04-15,1
jharkhand,2020-04-15,-1
goa,2020-04-15,1
maharashtra,2020-04-15,-1
rajasthan,2020-04-15,-1
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,-1
delhi,2020-04-15,1
tamil nadu,2020-04-15,0
gujarat,2020-04-15,1
bihar,2020-04-15,0
delhi,2020-04-15,0
tamil nadu,2020-04-15,1
karnataka,2020-04-15,0
goa,2020-04-15,1
gujarat,2020-04-15,0
karnataka,2020-04-15,0
delhi,2020-04-15,1
goa,2020-04-15,-1
tamil nadu,2020-04-15,-1
rajasthan,2020-04-15,0
delhi,2020-04-15,1
delhi,2020-04-15,1
delhi,2020-04-15,1
gujarat,2020-04-15,0
uttar pradesh,2020-04-15,-1
delhi,2020-04-15,-1
tamil nadu,2020-04-15,1
gujarat,2020-04-15,1
gujarat,2020-04-15,0
maharashtra,2020-04-15,0
uttar pradesh,2020-04-15,1
delhi,2020-04-15,1
odisha,2020-04-15,-1
kerala,2020-04-15,0
delhi,2020-04-15,1
rajasthan,2020-04-15,0
kerala,2020-04-15,1
chandigarh,2020-04-15,1
uttar pradesh,2020-04-15,0
assam,2020-04-15,0
jharkhand,2020-04-15,0
chandigarh,2020-04-15,1
goa,2020-04-15,0
maharashtra,2020-04-15,-1
punjab,2020-04-15,1
kerala,2020-04-15,1
bihar,2020-04-15,0
delhi,2020-04-15,-1
punjab,2020-04-15,1
tamil nadu,2020-04-15,0
delhi,2020-04-15,1
tamil nadu,2020-04-15,1
uttar pradesh,2020-04-15,-1
rajasthan,2020-04-15,0
punjab,2020-04-15,1
punjab,2020-04-15,1
tamil nadu,2020-04-15,0
chandigarh,2020-04-15,-1
maharashtra,2020-04-15,0
gujarat,2020-04-15,-1
tamil nadu,2020-04-15,0
jharkhand,2020-04-15,1
rajasthan,2020-04-15,1
delhi,2020-04-15,1
uttar pradesh,2020-04-15,0
uttar pradesh,2020-04-15,1
rajasthan,2020-04-15,0
rajasthan,2020-04-15,1
himachal pradesh,2020-04-15,0
madhya pradesh,2020-04-15,1
chandigarh,2020-04-15,1
delhi,2020-04-15,1
punjab,2020-04-15,1
maharashtra,2020-04-15,1
gujarat,2020-04-15,1
tamil nadu,2020-04-15,0
bihar,2020-04-15,1
jharkhand,2020-04-15,1
tamil nadu,2020-04-15,0
delhi,2020-04-15,1
karnataka,2020-04-15,1
punjab,2020-04-15,1
bihar,2020-04-15,0
jharkhand,2020-04-15,1
uttar pradesh,2020-04-15,-1
bihar,2020-04-15,0
delhi,2020-04-15,-1
bihar,2020-04-15,0
tamil nadu,2020-04-15,1
odisha,2020-04-15,1
bihar,2020-04-15,0
rajasthan,2020-04-15,1
uttar pradesh,2020-04-15,1
kerala,2020-04-15,0
delhi,2020-04-15,1
gujarat,2020-04-15,0
karnataka,2020-04-15,0
punjab,2020-04-15,1
delhi,2020-04-15,0
bihar,2020-04-15,1
gujarat,2020-04-15,1
punjab,2020-04-15,1
gujarat,2020-04-15,1
goa,2020-04-15,0
delhi,2020-04-15,1
maharashtra,2020-04-15,1
uttar pradesh,2020-04-15,0
goa,2020-04-15,-1
tamil nadu,2020-04-15,0
rajasthan,2020-04-15,1
tamil nadu,2020-04-15,0
rajasthan,2020-04-15,0
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,0
rajasthan,2020-04-15,0
rajasthan,2020-04-15,0
chandigarh,2020-04-15,1
chandigarh,2020-04-15,1
bihar,2020-04-15,1
rajasthan,2020-04-15,0
haryana,2020-04-15,0
rajasthan,2020-04-15,1
delhi,2020-04-15,0
kerala,2020-04-15,0
tamil nadu,2020-04-15,1
andhra pradesh,2020-04-15,1
kerala,2020-04-15,1
tamil nadu,2020-04-15,-1
tamil nadu,2020-04-15,1
maharashtra,2020-04-15,0
tamil nadu,2020-04-15,0
west bengal,2020-04-15,1
tamil nadu,2020-04-15,0
uttar pradesh,2020-04-15,1
bihar,2020-04-15,-1
maharashtra,2020-04-15,0
maharashtra,2020-04-15,1
maharashtra,2020-04-15,0
madhya pradesh,2020-04-15,0
karnataka,2020-04-15,0
gujarat,2020-04-15,1
gujarat,2020-04-15,1
gujarat,2020-04-15,1
tamil nadu,2020-04-15,1
bihar,2020-04-15,1
west bengal,2020-04-15,1
rajasthan,2020-04-15,1
tamil nadu,2020-04-15,0
karnataka,2020-04-15,0
west bengal,2020-04-15,1
uttar pradesh,2020-04-15,1
chandigarh,2020-04-15,1
gujarat,2020-04-15,1
rajasthan,2020-04-15,1
delhi,2020-04-15,1
west bengal,2020-04-15,0
assam,2020-04-15,0
andhra pradesh,2020-04-15,1
punjab,2020-04-15,1
maharashtra,2020-04-15,1
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,1
odisha,2020-04-15,1
assam,2020-04-15,0
uttar pradesh,2020-04-15,0
bihar,2020-04-15,0
tamil nadu,2020-04-15,0
uttar pradesh,2020-04-15,0
chandigarh,2020-04-15,1
punjab,2020-04-15,0
bihar,2020-04-15,0
rajasthan,2020-04-15,1
tamil nadu,2020-04-15,0
delhi,2020-04-15,1
tamil nadu,2020-04-15,1
rajasthan,2020-04-15,0
jharkhand,2020-04-15,0
maharashtra,2020-04-15,1
odisha,2020-04-15,1
madhya pradesh,2020-04-15,0
maharashtra,2020-04-15,1
chandigarh,2020-04-15,1
punjab,2020-04-15,0
tamil nadu,2020-04-15,1
uttar pradesh,2020-04-15,1
uttar pradesh,2020-04-15,0
gujarat,2020-04-15,1
goa,2020-04-15,0
uttarakhand,2020-04-15,1
maharashtra,2020-04-15,0
west bengal,2020-04-15,0
haryana,2020-04-15,0
tamil nadu,2020-04-15,0
gujarat,2020-04-15,0
haryana,2020-04-15,1
kerala,2020-04-15,1
uttar pradesh,2020-04-15,1
tamil nadu,2020-04-15,0
maharashtra,2020-04-15,1
gujarat,2020-04-15,-1
tamil nadu,2020-04-15,0
rajasthan,2020-04-15,1
uttar pradesh,2020-04-15,0
tamil nadu,2020-04-15,0
maharashtra,2020-04-15,1
karnataka,2020-04-15,1
kerala,2020-04-15,1
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,1
haryana,2020-04-15,1
tamil nadu,2020-04-15,-1
maharashtra,2020-04-15,-1
maharashtra,2020-04-15,0
maharashtra,2020-04-15,-1
maharashtra,2020-04-15,0
gujarat,2020-04-15,-1
maharashtra,2020-04-15,-1
delhi,2020-04-15,0
karnataka,2020-04-15,1
kerala,2020-04-15,0
karnataka,2020-04-15,1
tamil nadu,2020-04-15,0
delhi,2020-04-15,-1
gujarat,2020-04-15,-1
chandigarh,2020-04-15,1
gujarat,2020-04-15,1
meghalaya,2020-04-15,0
bihar,2020-04-15,0
west bengal,2020-04-15,0
maharashtra,2020-04-15,0
maharashtra,2020-04-15,0
gujarat,2020-04-15,0
madhya pradesh,2020-04-15,0
tamil nadu,2020-04-15,0
tamil nadu,2020-04-15,1
karnataka,2020-04-15,1
maharashtra,2020-04-15,0
west bengal,2020-04-15,1
maharashtra,2020-04-15,0
tamil nadu,2020-04-15,0
karnataka,2020-04-15,-1
maharashtra,2020-04-15,0
tamil nadu,2020-04-15,-1
maharashtra,2020-04-15,0
delhi,2020-04-15,0
tamil nadu,2020-04-15,0
maharashtra,2020-04-15,0
tamil nadu,2020-04-15,0
maharashtra,2020-04-15,-1
delhi,2020-04-15,1
jharkhand,2020-04-15,1
rajasthan,2020-04-15,1
madhya pradesh,2020-04-15,1
delhi,2020-04-15,0
delhi,2020-04-15,0
tamil nadu,2020-04-15,0
west bengal,2020-04-15,0
tamil nadu,2020-04-15,0
gujarat,2020-04-15,1
madhya pradesh,2020-04-15,-1
gujarat,2020-04-15,0
uttar pradesh,2020-04-15,0
uttar pradesh,2020-04-15,0
bihar,2020-04-15,0
gujarat,2020-04-15,1
andhra pradesh,2020-04-15,0
goa,2020-04-15,1
gujarat,2020-04-15,-1
rajasthan,2020-04-15,1
maharashtra,2020-04-15,0
uttar pradesh,2020-04-15,0
maharashtra,2020-04-15,1
maharashtra,2020-04-15,0
maharashtra,2020-04-15,-1
gujarat,2020-04-15,0
gujarat,2020-04-15,0
delhi,2020-04-15,0
tamil nadu,2020-04-15,1
bihar,2020-04-15,0
tamil nadu,2020-04-15,0
goa,2020-04-15,0
rajasthan,2020-04-15,1
maharashtra,2020-04-15,1
haryana,2020-04-15,-1
delhi,2020-04-15,1
gujarat,2020-04-15,1
west bengal,2020-04-15,0
karnataka,2020-04-15,0
maharashtra,2020-04-15,1
maharashtra,2020-04-15,1
bihar,2020-04-15,-1
tamil nadu,2020-04-15,1
bihar,2020-04-15,1
west bengal,2020-04-15,-1
assam,2020-04-15,0
maharashtra,2020-04-15,1
tamil nadu,2020-04-15,1
maharashtra,2020-04-15,0
andhra pradesh,2020-04-15,0
chandigarh,2020-04-15,1
uttar pradesh,2020-04-15,-1
delhi,2020-04-15,1
